flow_id,timestamp,packet_length,direction,label
1,0,595,1,2
1,0.0412618365685809,467,-1,2
1,0.054254272252987,201,1,2
1,0.0594817349883603,295,1,2
1,0.0901478508115731,141,1,2
1,0.099615542349636,583,1,2
1,0.148836032979357,435,1,2
1,0.208089055293681,551,-1,2
1,0.220735567785607,282,-1,2
1,0.233035781373964,769,-1,2
1,0.242042000702557,763,1,2
1,0.248443590063442,375,-1,2
1,0.248932475303099,178,1,2
1,0.262153807552832,264,1,2
1,0.284758562023554,403,1,2
1,0.28934214171343,388,1,2
1,0.315467254689318,268,1,2
1,0.331933674067807,461,1,2
1,0.382837923274132,318,-1,2
1,0.45633686774056,144,1,2
1,0.457098208293347,343,1,2
1,0.460681217202783,387,-1,2
1,0.467930070793676,600,1,2
1,0.485813174391476,240,-1,2
1,0.520868451549929,418,-1,2
1,0.557970484213757,455,-1,2
1,0.5856769490168,40,1,2
1,0.597661830104042,481,1,2
1,0.604382590886412,208,-1,2
1,0.612686919547152,335,-1,2
1,0.638150955267564,896,1,2
1,0.639074655583979,708,1,2
1,0.645153678452214,565,1,2
1,0.656952712700343,368,-1,2
1,0.666782300652496,228,1,2
1,0.68415136572611,480,1,2
1,0.712059602552206,355,1,2
1,0.732717628480942,137,-1,2
1,0.738263127169878,396,1,2
1,0.823082714232935,224,-1,2
1,0.86615349568489,622,1,2
1,0.927734624662628,307,1,2
1,0.991751019925263,533,-1,2
1,0.994873325132055,294,1,2
1,1.00190258585519,408,1,2
1,1.01682621178485,431,1,2
1,1.06331584122524,336,1,2
1,1.07751699340643,829,1,2
1,1.09247025313317,560,-1,2
1,1.12753620286647,639,1,2
1,1.14423725537344,820,-1,2
1,1.16263797337898,478,-1,2
1,1.17233300722658,609,1,2
1,1.18141266341223,126,1,2
1,1.24329985810166,208,-1,2
1,1.26293711439396,40,1,2
1,1.27230968858872,239,1,2
1,1.28604757366388,310,1,2
1,1.2891458301065,253,-1,2
1,1.29749576513625,623,1,2
1,1.33378391407543,229,1,2
1,1.38680727215288,248,-1,2
1,1.39565755429566,420,1,2
1,1.4682612307788,230,1,2
1,1.47895760137612,512,1,2
1,1.48019021129661,331,1,2
1,1.49124142971365,674,1,2
1,1.5101676713355,548,1,2
1,1.51899091963517,257,1,2
1,1.53459760132734,561,1,2
1,1.54671436934174,596,-1,2
1,1.54792073552993,588,-1,2
1,1.56695377640642,40,-1,2
1,1.56774542825136,297,-1,2
1,1.56973408746428,40,-1,2
1,1.60234822399985,736,1,2
1,1.65571674782539,472,-1,2
1,1.70161345157471,349,-1,2
1,1.78171615540982,171,1,2
1,1.82891133974183,260,1,2
1,1.83653634978796,271,-1,2
1,1.88938478788822,556,-1,2
1,1.9122375993518,463,-1,2
1,1.91560892382172,655,-1,2
1,1.99081906620633,385,1,2
1,1.9949234571483,40,-1,2
1,2.02025072362362,597,1,2
1,2.06296421932252,605,-1,2
1,2.07019115999269,426,-1,2
1,2.07946545779339,520,1,2
1,2.08207966214473,399,1,2
1,2.08823542466881,418,-1,2
1,2.09261146121426,377,1,2
1,2.11792597357002,128,1,2
1,2.15250848010017,243,1,2
1,2.15824573488701,40,1,2
1,2.16253846320179,482,-1,2
1,2.16272926763257,277,1,2
1,2.18043394436317,407,1,2
1,2.20021020052653,541,1,2
1,2.20527161521542,227,1,2
1,2.22680059713571,342,1,2
1,2.228235731048,503,-1,2
1,2.23128913569628,100,-1,2
1,2.24821538134335,109,1,2
1,2.25394580779656,240,-1,2
1,2.25957867135435,71,1,2
1,2.30501515941937,703,1,2
1,2.30706571878205,546,-1,2
1,2.3207196633244,442,-1,2
1,2.32453179983859,617,-1,2
1,2.34731738567818,526,1,2
1,2.34952432805182,225,1,2
1,2.36839748035953,784,-1,2
1,2.45889205955057,419,-1,2
1,2.46088002656935,501,-1,2
1,2.50875503516719,605,-1,2
1,2.53158666455266,214,1,2
1,2.53261122591347,222,1,2
1,2.5336243138432,203,-1,2
1,2.54474642687246,394,1,2
1,2.55392889674635,574,1,2
1,2.56996825818679,217,1,2
1,2.59450552961173,407,1,2
1,2.6167598829581,350,-1,2
1,2.62469439743614,188,1,2
1,2.63038481812714,228,1,2
1,2.63505932890548,329,1,2
1,2.63978344518408,566,-1,2
1,2.68767611447902,326,1,2
1,2.70176350056502,412,-1,2
1,2.7588624793579,512,1,2
1,2.77083635826632,365,-1,2
1,2.78718652177714,610,-1,2
1,2.78956885615741,603,1,2
1,2.81051308044372,210,1,2
1,2.85341325480745,398,1,2
1,2.89231263116499,330,-1,2
1,2.89776165406895,63,-1,2
1,2.90737993467895,190,-1,2
1,2.95320835236119,538,-1,2
1,3.00272170809005,401,1,2
1,3.00982753664856,309,1,2
1,3.06223848879399,287,-1,2
1,3.06616219164582,691,1,2
1,3.07311813169338,204,1,2
1,3.1232983203827,174,-1,2
1,3.17263862225234,394,1,2
1,3.17290763175095,717,-1,2
1,3.19256314556582,224,-1,2
1,3.21241351046636,448,-1,2
1,3.21655892515772,537,-1,2
1,3.21764279977617,287,1,2
1,3.21792475668521,598,1,2
1,3.22358851546925,321,1,2
1,3.24313803520424,571,1,2
1,3.29279603648313,473,-1,2
1,3.29783855379314,432,-1,2
1,3.30949199613323,47,1,2
1,3.32664196321463,520,1,2
1,3.3286084611325,288,1,2
1,3.37253741190357,160,1,2
1,3.38669754853882,40,-1,2
1,3.47626187777326,445,-1,2
1,3.4914194047789,474,-1,2
1,3.54895945603697,40,1,2
1,3.59156271749871,411,1,2
1,3.63438458936903,260,-1,2
1,3.64302456085958,443,-1,2
1,3.64888395127387,44,1,2
1,3.65966266652209,504,-1,2
1,3.66043389612372,329,-1,2
1,3.68005738480072,797,1,2
1,3.70511279813149,130,1,2
1,3.70793026938305,273,1,2
1,3.73788857236599,242,-1,2
1,3.73863798844838,674,1,2
1,3.82683914624376,688,-1,2
1,3.82745082896792,298,1,2
1,3.8903076925412,460,1,2
1,3.89261269740071,809,-1,2
1,3.90539720213743,435,1,2
1,3.90553840348964,413,1,2
1,3.95766726542484,40,-1,2
1,3.9694843384524,40,-1,2
1,3.97010790848358,660,-1,2
1,3.98306764348102,789,-1,2
1,3.99232745264311,452,-1,2
1,3.99958278790107,326,-1,2
1,4.0153521282595,284,1,2
1,4.02467050934663,608,-1,2
1,4.03541683405837,771,-1,2
1,4.03749832734628,613,1,2
1,4.09932276938592,675,-1,2
1,4.12471340170836,531,-1,2
1,4.12573060664902,40,1,2
1,4.12805535612452,113,-1,2
1,4.14377566588521,696,1,2
1,4.15333210501296,472,-1,2
1,4.17897935715143,141,1,2
1,4.21239273829375,40,-1,2
1,4.22776315684263,602,-1,2
1,4.2485689549712,170,-1,2
1,4.25933782135449,237,-1,2
1,4.31042690820955,430,-1,2
1,4.31094568242536,511,1,2
1,4.31122338663382,622,-1,2
1,4.31840947705536,295,1,2
1,4.33087830397768,435,-1,2
1,4.35433246322021,239,-1,2
1,4.35845339848487,333,-1,2
1,4.36602797781636,529,-1,2
1,4.40235513600199,521,-1,2
1,4.40422098228443,674,-1,2
1,4.40812821262879,476,-1,2
1,4.40915829131195,444,-1,2
1,4.41557012512981,147,1,2
1,4.42534439021619,306,1,2
1,4.44277824199395,296,-1,2
1,4.44417106469622,226,-1,2
1,4.44704699665095,996,-1,2
1,4.50897190109057,335,1,2
1,4.58168476144966,797,-1,2
1,4.60122345216175,475,1,2
1,4.60542421496409,551,1,2
1,4.60568032521208,402,-1,2
1,4.64356721653014,457,-1,2
1,4.65398033501642,393,-1,2
1,4.67328518322501,271,1,2
1,4.67389613244611,537,1,2
1,4.6773328131628,254,-1,2
1,4.68085971328982,40,1,2
1,4.6960158526529,433,1,2
1,4.71361408840268,40,-1,2
1,4.73954995817105,662,-1,2
1,4.79706437159956,610,1,2
1,4.79997130711701,805,1,2
1,4.80411422585372,295,1,2
1,4.80411987318523,40,-1,2
1,4.80418724980664,613,1,2
1,4.81594744220004,353,-1,2
1,4.82120105569575,711,-1,2
1,4.82233742143791,984,-1,2
1,4.82559609843916,497,-1,2
1,4.85353527075343,301,-1,2
1,4.86948125549585,355,1,2
1,4.91041541271975,559,-1,2
1,4.91135617514519,289,1,2
1,4.92136791832051,225,1,2
1,4.95087980421009,431,1,2
1,4.95883865316597,801,1,2
1,4.96845983985037,610,1,2
1,4.98899519737436,419,-1,2
1,5.03250410038423,236,1,2
1,5.04046674570109,485,1,2
1,5.05353344389917,654,1,2
1,5.05870061168823,240,1,2
1,5.07177285352048,409,1,2
1,5.07497196844642,586,-1,2
1,5.08685948879211,623,-1,2
1,5.09842238773702,467,-1,2
1,5.10105525462702,557,1,2
1,5.11920767972887,308,-1,2
1,5.15940371653555,302,-1,2
1,5.23036334832999,573,-1,2
1,5.23598046334323,538,-1,2
1,5.2455311963265,655,-1,2
1,5.25254846877217,516,-1,2
1,5.28348109643729,401,1,2
1,5.32332855001142,401,-1,2
1,5.40793916947843,518,-1,2
1,5.42890206532962,440,1,2
1,5.43945751064204,510,-1,2
1,5.45817493201952,469,-1,2
1,5.47470964993784,781,1,2
1,5.47672465767765,368,-1,2
1,5.49782103703537,316,1,2
1,5.5111320862922,167,-1,2
1,5.51600786514002,458,-1,2
1,5.53450729201603,169,-1,2
1,5.54400080814649,388,-1,2
1,5.54696237137463,455,-1,2
1,5.54799833194304,206,-1,2
1,5.58633479087967,485,-1,2
1,5.58785972410351,193,-1,2
1,5.60204052855096,302,-1,2
1,5.62911750656979,554,1,2
1,5.64468569351832,310,-1,2
2,0,491,1,2
2,0.00399092545854086,321,-1,2
2,0.0084684048444061,40,1,2
2,0.0157540100723332,87,-1,2
2,0.0417824053171115,604,-1,2
2,0.0523272424709629,488,1,2
2,0.0727062350891416,91,1,2
2,0.120516629739063,277,-1,2
2,0.122242747883181,293,1,2
2,0.162024729725956,506,1,2
2,0.163045599315291,72,1,2
